iter	Passed	Remaining
346	1383	12619
347	1387	12613
348	1390	12603
349	1394	12595
350	1398	12596
351	1402	12591
352	1406	12587
353	1410	12579
354	1414	12574
355	1417	12568
356	1421	12559
357	1424	12550
358	1427	12540
359	1432	12544
360	1436	12540
361	1440	12532
362	1443	12522
363	1448	12526
364	1451	12518
365	1455	12508
366	1458	12499
367	1462	12494
368	1466	12493
369	1470	12486
370	1474	12481
371	1478	12479
372	1482	12472
373	1485	12464
374	1489	12456
375	1492	12449
376	1496	12448
377	1500	12441
378	1503	12432
379	1507	12425
380	1511	12422
381	1516	12423
382	1520	12424
383	1527	12445
384	1532	12450
385	1537	12452
386	1542	12452
387	1547	12458
388	1552	12461
389	1557	12467
390	1563	12479
391	1567	12476
392	1572	12476
393	1576	12476
394	1581	12483
395	1586	12480
396	1592	12495
397	1598	12507
398	1603	12510
399	1608	12517
400	1614	12525
401	1621	12544
402	1626	12545
403	1630	12544
404	1634	12540
405	1638	12536
406	1660	12665
407	1664	12661
408	1667	12654
409	1671	12649
410	1677	12654
411	1681	12652
412	1685	12645
413	1689	12640
414	1693	12638
415	1697	12632
416	1701	12631
417	1707	12637
418	1711	12633
419	1715	12630
420	1720	12629
421	1725	12637
422	1730	12636
423	1734	12632
424	1740	12639
425	1744	12633
426	1748	12630
427	1753	12633
428	1757	12632
429	1761	12626
430	1765	12623
431	1769	12619
432	1775	12626
433	1780	12624
434	1784	12622
435	1788	12620
436	1793	12622
437	1797	12617
438	1801	12610
439	1805	12606
440	1810	12605
441	1813	12598
442	1817	12590
443	1821	12588
444	1827	12592
445	1830	12585
446	1834	12576
447	1839	12580
448	1843	12574
449	1846	12566
450	1850	12558
451	1854	12552
452	1858	12547
453	1861	12537
454	1864	12529
455	1868	12521
456	1873	12525
457	1878	12523
458	1882	12519
459	1886	12514
460	1890	12509
461	1893	12503
462	1897	12494
463	1900	12487
464	1905	12485
465	1908	12477
466	1912	12468
467	1915	12461
468	1921	12464
469	1925	12460
470	1928	12454
471	1932	12447
472	1937	12447
473	1940	12439
474	1944	12432
475	1948	12425
476	1951	12418
477	1955	12412
478	1958	12404
479	1963	12400
480	1966	12393
481	1970	12388
482	1974	12380
483	1977	12374
484	1981	12367
485	1986	12365
486	1990	12362
487	1993	12355
488	1997	12348
489	2001	12345
490	2005	12338
491	2008	12331
492	2012	12324
493	2016	12316
494	2019	12311
495	2024	12310
496	2028	12306
497	2032	12301
498	2036	12295
499	2039	12287
500	2043	12280
501	2046	12272
502	2050	12268
503	2054	12262
504	2057	12254
505	2061	12246
506	2065	12242
507	2070	12241
508	2073	12236
509	2077	12229
510	2082	12232
511	2087	12230
512	2091	12226
513	2095	12219
514	2099	12217
515	2103	12212
516	2106	12205
517	2110	12198
518	2114	12195
519	2118	12190
520	2122	12185
521	2126	12178
522	2130	12175
523	2135	12175
524	2138	12169
525	2142	12162
526	2146	12157
527	2150	12153
528	2154	12146
529	2157	12141
530	2161	12133
531	2165	12131
532	2169	12124
533	2173	12118
534	2176	12113
535	2182	12119
536	2186	12114
537	2191	12115
538	2196	12113
539	2200	12110
540	2204	12107
541	2208	12104
542	2212	12099
543	2216	12094
544	2220	12088
545	2224	12081
546	2228	12077
547	2232	12072
548	2235	12066
549	2239	12061
550	2243	12054
551	2247	12052
552	2252	12050
553	2255	12044
554	2259	12037
555	2263	12036
556	2267	12030
557	2271	12026
558	2275	12021
559	2280	12023
560	2285	12019
561	2289	12016
562	2293	12014
563	2298	12012
564	2302	12007
565	2305	12001
566	2310	11999
567	2314	11998
568	2319	11995
569	2323	11990
570	2327	11989
571	2331	11984
572	2335	11980
573	2339	11975
574	2345	11978
575	2348	11972
576	2352	11964
577	2355	11958
578	2360	11956
579	2364	11950
580	2367	11944
581	2371	11938
582	2376	11937
583	2380	11933
584	2384	11929
585	2388	11926
586	2393	11928
587	2397	11921
588	2400	11915
589	2404	11908
590	2408	11905
591	2412	11900
592	2416	11894
593	2420	11888
594	2424	11887
595	2428	11880
596	2432	11875
597	2435	11869
598	2440	11868
599	2444	11865
600	2448	11858
601	2451	11852
602	2455	11846
603	2459	11839
604	2462	11833
605	2466	11827
606	2469	11820
607	2473	11816
608	2477	11811
609	2481	11806
610	2485	11799
611	2489	11794
612	2492	11788
613	2496	11782
614	2499	11776
615	2503	11769
616	2508	11768
617	2511	11762
618	2515	11755
619	2518	11748
620	2522	11743
621	2526	11739
622	2530	11733
623	2533	11725
624	2537	11720
625	2541	11716
626	2545	11711
627	2548	11705
628	2552	11698
629	2556	11697
630	2560	11691
631	2564	11684
632	2567	11677
633	2571	11674
634	2575	11668
635	2579	11663
636	2582	11656
637	2587	11655
638	2591	11650
639	2594	11644
640	2598	11639
641	2602	11635
642	2606	11630
643	2610	11625
644	2614	11619
645	2618	11616
646	2622	11612
647	2626	11607
648	2629	11601
649	2633	11595
650	2637	11593
651	2641	11586
652	2644	11579
653	2648	11575
654	2652	11571
655	2657	11568
656	2660	11563
657	2664	11556
658	2668	11552
659	2672	11546
660	2675	11540
661	2679	11535
662	2682	11529
663	2687	11526
664	2690	11520
665	2694	11515
666	2698	11509
667	2703	11508
668	2706	11501
669	2710	11497
670	2713	11490
671	2717	11485
672	2721	11480
673	2724	11473
674	2728	11467
675	2731	11460
676	2736	11457
677	2740	11453
678	2743	11448
679	2747	11441
680	2751	11438
681	2755	11433
682	2759	11429
683	2763	11427
684	2768	11425
685	2772	11419
686	2775	11413
687	2779	11407
688	2782	11402
689	2786	11397
690	2790	11390
691	2793	11385
692	2797	11378
693	2801	11377
694	2805	11371
695	2808	11364
696	2812	11358
697	2818	11361
698	2821	11355
699	2825	11350
700	2829	11344
701	2833	11341
702	2837	11337
703	2840	11331
704	2844	11325
705	2848	11320
706	2851	11314
707	2855	11308
708	2858	11302
709	2862	11297
710	2867	11295
711	2870	11289
712	2874	11283
713	2877	11277
714	2882	11274
715	2885	11268
716	2889	11263
717	2893	11258
718	2896	11253
719	2900	11247
720	2903	11241
721	2907	11236
722	2912	11234
723	2916	11229
724	2919	11223
725	2923	11218
726	2927	11215
727	2932	11214
728	2937	11213
729	2941	11209
730	2945	11206
731	2949	11202
732	2953	11198
733	2957	11193
734	2961	11189
735	2965	11184
736	2969	11180
737	2973	11174
738	2976	11168
739	2981	11168
740	2985	11162
741	2988	11157
742	2992	11151
743	2997	11152
744	3001	11148
745	3005	11143
746	3009	11138
747	3013	11136
748	3017	11132
749	3021	11127
750	3025	11121
751	3030	11122
752	3034	11119
753	3038	11113
754	3041	11107
755	3046	11105
756	3050	11100
757	3053	11095
758	3057	11089
759	3062	11088
760	3065	11082
761	3069	11076
762	3073	11071
763	3077	11069
764	3081	11065
765	3085	11059
766	3088	11054
767	3092	11049
768	3096	11044
769	3099	11038
770	3103	11033
771	3107	11030
772	3111	11025
773	3115	11020
774	3119	11015
775	3122	11009
776	3127	11008
777	3131	11003
778	3134	10997
779	3138	10991
780	3141	10986
781	3145	10982
782	3149	10977
783	3153	10973
784	3157	10969
785	3161	10963
786	3164	10958
787	3169	10955
788	3174	10954
789	3180	10958
790	3185	10956
791	3190	10956
792	3194	10953
793	3198	10948
794	3202	10944
795	3207	10943
796	3212	10942
797	3216	10937
798	3219	10931
799	3223	10929
800	3227	10924
801	3231	10919
802	3234	10913
803	3239	10909
804	3242	10905
805	3247	10901
806	3250	10897
807	3254	10892
808	3258	10888
809	3262	10882
810	3266	10878
811	3269	10872
812	3274	10870
813	3277	10864
814	3281	10859
815	3284	10853
816	3291	10858
817	3295	10854
818	3299	10849
819	3304	10849
820	3308	10845
821	3312	10840
822	3316	10835
823	3320	10830
824	3324	10826
825	3327	10821
826	3331	10815
827	3334	10809
828	3339	10807
829	3343	10804
830	3347	10799
831	3350	10793
832	3355	10792
833	3359	10787
834	3363	10782
835	3366	10776
836	3371	10776
837	3375	10771
838	3379	10766
839	3382	10760
840	3387	10757
841	3390	10752
842	3394	10747
843	3398	10742
844	3402	10739
845	3406	10735
846	3410	10730
847	3413	10724
848	3417	10720
849	3421	10716
850	3425	10710
851	3429	10705
852	3432	10700
853	3437	10700
854	3442	10696
855	3445	10691
856	3449	10685
857	3453	10682
858	3457	10678
859	3461	10673
860	3464	10667
861	3469	10667
862	3473	10662
863	3476	10656
864	3480	10650
865	3485	10648
866	3489	10644
867	3492	10638
868	3496	10633
869	3502	10636
870	3506	10633
871	3510	10627
872	3514	10622
873	3519	10621
874	3522	10616
875	3526	10612
876	3530	10607
877	3534	10604
878	3538	10600
879	3542	10594
880	3545	10589
881	3550	10586
882	3554	10582
883	3558	10578
884	3561	10572
885	3567	10572
886	3571	10568
887	3575	10565
888	3578	10559
889	3584	10560
890	3588	10555
891	3591	10550
892	3595	10544
893	3599	10542
894	3604	10539
895	3608	10535
896	3612	10532
897	3617	10529
898	3621	10525
899	3624	10520
900	3628	10515
901	3632	10512
902	3636	10507
903	3640	10502
904	3644	10497
905	3649	10496
906	3653	10492
907	3656	10487
908	3660	10482
909	3665	10480
910	3668	10474
911	3672	10469
912	3675	10463
913	3679	10459
914	3683	10455
915	3687	10449
916	3691	10445
917	3695	10442
918	3699	10438
919	3703	10432
920	3707	10428
921	3711	10426
922	3717	10426
923	3721	10423
924	3725	10418
925	3731	10419
926	3734	10414
927	3738	10409
928	3742	10404
929	3746	10401
930	3750	10397
931	3754	10392
932	3757	10387
933	3762	10384
934	3766	10381
935	3770	10376
936	3774	10371
937	3779	10371
938	3783	10366
939	3787	10362
940	3790	10357
941	3796	10358
942	3800	10354
943	3804	10349
944	3808	10346
945	3812	10342
946	3817	10338
947	3820	10334
948	3825	10330
949	3829	10326
950	3832	10321
951	3836	10316
952	3840	10312
953	3845	10309
954	3850	10308
955	3854	10304
956	3858	10300
957	3862	10296
958	3865	10291
959	3869	10286
960	3873	10282
961	3878	10280
962	3882	10275
963	3885	10270
964	3890	10267
965	3894	10264
966	3898	10260
967	3902	10256
968	3906	10252
969	3910	10249
970	3914	10243
971	3918	10238
972	3921	10233
973	3926	10231
974	3930	10227
975	3934	10223
976	3943	10231
977	3947	10227
978	3951	10223
979	3955	10219
980	3959	10215
981	3963	10211
982	3967	10206
983	3971	10203
984	3975	10199
985	3979	10194
986	3983	10190
987	3987	10187
988	3992	10184
989	3995	10178
990	3999	10174
991	4003	10171
992	4008	10168
993	4012	10165
994	4016	10159
995	4021	10158
996	4025	10153
997	4028	10148
998	4032	10144
999	4037	10142
1000	4041	10139
1001	4045	10134
1002	4049	10128
1003	4052	10124
1004	4057	10120
1005	4060	10115
1006	4064	10111
1007	4068	10107
1008	4073	10103
1009	4076	10099
1010	4080	10094
1011	4084	10089
1012	4088	10087
1013	4093	10084
1014	4097	10080
1015	4102	10077
1016	4107	10076
1017	4111	10073
1018	4116	10070
1019	4124	10077
1020	4128	10073
1021	4132	10069
1022	4137	10066
1023	4141	10063
1024	4145	10058
1025	4150	10056
1026	4154	10052
1027	4158	10047
1028	4162	10043
1029	4165	10038
1030	4169	10034
1031	4173	10029
1032	4177	10024
1033	4180	10019
1034	4185	10017
1035	4189	10013
1036	4193	10009
1037	4197	10004
1038	4202	10002
1039	4206	9998
1040	4210	9994
1041	4214	9990
1042	4218	9986
1043	4222	9982
1044	4226	9978
1045	4231	9975
1046	4235	9971
1047	4240	9970
1048	4245	9967
1049	4250	9966
1050	4254	9963
1051	4259	9961
1052	4264	9958
1053	4268	9955
1054	4272	9950
1055	4276	9947
1056	4281	9944
1057	4286	9942
1058	4290	9938
1059	4294	9935
1060	4300	9934
1061	4305	9932
1062	4309	9929
1063	4314	9926
1064	4319	9923
1065	4323	9919
1066	4327	9915
1067	4332	9913
1068	4336	9911
1069	4341	9907
1070	4346	9905
1071	4351	9904
1072	4355	9901
1073	4360	9898
1074	4365	9896
1075	4370	9893
1076	4374	9890
1077	4379	9888
1078	4384	9885
1079	4388	9883
1080	4393	9881
1081	4399	9881
1082	4404	9878
1083	4409	9876
1084	4415	9876
1085	4420	9875
1086	4426	9875
1087	4433	9876
1088	4438	9875
1089	4444	9875
1090	4450	9875
1091	4455	9874
1092	4461	9873
1093	4467	9873
1094	4471	9870
1095	4477	9869
1096	4482	9868
1097	4487	9865
1098	4493	9865
1099	4498	9862
1100	4502	9860
1101	4508	9859
1102	4513	9856
1103	4517	9854
1104	4522	9850
1105	4528	9852
1106	4533	9849
1107	4538	9847
1108	4546	9850
1109	4551	9848
1110	4556	9846
1111	4561	9845
1112	4567	9845
1113	4573	9845
1114	4578	9843
1115	4583	9841
1116	4588	9839
1117	4595	9839
1118	4600	9838
1119	4606	9838
1120	4612	9837
1121	4617	9835
1122	4623	9835
1123	4629	9834
1124	4634	9833
1125	4640	9832
1126	4645	9831
1127	4650	9829
1128	4656	9828
1129	4662	9827
1130	4667	9826
1131	4674	9827
1132	4680	9827
1133	4685	9824
1134	4692	9826
1135	4697	9824
1136	4702	9822
1137	4709	9823
1138	4714	9821
1139	4719	9819
1140	4725	9820
1141	4731	9819
1142	4738	9820
1143	4744	9820
1144	4749	9818
1145	4756	9819
1146	4762	9819
1147	4767	9817
1148	4773	9818
1149	4779	9817
1150	4785	9816
1151	4791	9815
1152	4796	9813
1153	4803	9814
1154	4809	9814
1155	4815	9813
1156	4822	9815
1157	4828	9816
1158	4835	9817
1159	4842	9818
1160	4848	9818
1161	4855	9819
1162	4861	9819
1163	4867	9819
1164	4873	9818
1165	4879	9817
1166	4886	9819
1167	4893	9820
1168	4900	9821
1169	4906	9820
1170	4911	9818
1171	4917	9818
1172	4925	9822
1173	4934	9827
1174	4940	9825
1175	4946	9825
1176	4953	9827
1177	4960	9828
1178	4966	9828
1179	4972	9826
1180	4977	9825
1181	4985	9827
1182	4991	9827
1183	4998	9827
1184	5004	9826
1185	5010	9825
1186	5016	9825
1187	5022	9824
1188	5028	9824
1189	5036	9826
1190	5042	9825
1191	5048	9825
1192	5054	9824
1193	5059	9822
1194	5066	9823
1195	5073	9824
1196	5080	9825
1197	5085	9823
1198	5096	9832
1199	5105	9837
1200	5113	9839
1201	5119	9838
1202	5125	9837
1203	5134	9841
1204	5139	9840
1205	5146	9840
1206	5152	9839
1207	5158	9838
1208	5166	9840
1209	5171	9839
1210	5178	9839
1211	5183	9837
1212	5190	9836
1213	5198	9839
1214	5204	9839
1215	5212	9841
1216	5218	9840
1217	5224	9839
1218	5231	9841
1219	5237	9840
1220	5244	9840
1221	5250	9839
1222	5256	9838
1223	5263	9838
1224	5269	9837
1225	5275	9836
1226	5281	9835
1227	5286	9832
1228	5292	9831
1229	5298	9829
1230	5304	9828
1231	5310	9827
1232	5316	9826
1233	5322	9825
1234	5329	9825
1235	5334	9823
1236	5340	9822
1237	5346	9820
1238	5351	9818
1239	5357	9816
1240	5363	9815
1241	5369	9813
1242	5375	9812
1243	5382	9812
1244	5389	9814
1245	5395	9813
1246	5401	9810
1247	5408	9811
1248	5414	9810
1249	5420	9808
1250	5426	9807
1251	5432	9805
1252	5438	9804
1253	5443	9802
1254	5449	9799
1255	5455	9798
1256	5460	9796
1257	5466	9794
1258	5472	9792
1259	5478	9791
1260	5484	9789
1261	5490	9788
1262	5495	9786
1263	5500	9783
1264	5506	9781
1265	5512	9779
1266	5518	9777
1267	5524	9777
1268	5530	9776
1269	5536	9774
1270	5541	9771
1271	5547	9769
1272	5553	9767
1273	5559	9765
1274	5564	9762
1275	5570	9761
1276	5575	9758
1277	5581	9756
1278	5586	9754
1279	5592	9751
1280	5597	9749
1281	5603	9747
1282	5609	9745
1283	5614	9742
1284	5621	9742
1285	5627	9740
1286	5632	9737
1287	5638	9736
1288	5643	9733
1289	5650	9732
1290	5656	9730
1291	5662	9729
1292	5681	9750
1293	5688	9751
1294	5695	9749
1295	5701	9748
1296	5706	9746
1297	5712	9743
1298	5718	9742
1299	5724	9739
1300	5729	9737
1301	5737	9738
1302	5742	9736
1303	5748	9733
1304	5754	9731
1305	5759	9728
1306	5765	9726
1307	5770	9723
1308	5775	9720
1309	5781	9717
1310	5786	9715
1311	5791	9711
1312	5797	9709
1313	5804	9708
1314	5809	9706
1315	5815	9704
1316	5821	9701
1317	5826	9699
1318	5832	9697
1319	5837	9694
1320	5843	9691
1321	5849	9690
1322	5854	9687
1323	5859	9683
1324	5866	9683
1325	5871	9679
1326	5877	9676
1327	5884	9677
1328	5889	9674
1329	5896	9673
1330	5902	9672
1331	5909	9671
1332	5916	9671
1333	5922	9669
1334	5928	9667
1335	5934	9665
1336	5939	9662
1337	5946	9661
1338	5952	9659
1339	5957	9656
1340	5963	9655
1341	5969	9652
1342	5974	9649
1343	5981	9648
1344	5986	9645
1345	5992	9643
1346	6025	9684
1347	6042	9699
1348	6058	9714
1349	6072	9725
1350	6080	9725
1351	6093	9735
1352	6105	9743
1353	6111	9740
1354	6116	9737
1355	6123	9735
1356	6129	9733
1357	6136	9732
1358	6142	9730
1359	6148	9728
1360	6155	9728
1361	6161	9726
1362	6167	9723
1363	6174	9723
1364	6180	9721
1365	6187	9720
1366	6192	9717
1367	6198	9714
1368	6204	9712
1369	6210	9709
1370	6215	9706
1371	6222	9706
1372	6228	9703
1373	6234	9701
1374	6240	9699
1375	6246	9696
1376	6252	9694
1377	6258	9691
1378	6264	9689
1379	6270	9687
1380	6277	9685
1381	6283	9684
1382	6290	9683
1383	6296	9680
1384	6302	9678
1385	6308	9676
1386	6314	9673
1387	6320	9671
1388	6325	9668
1389	6331	9665
1390	6337	9662
1391	6342	9659
1392	6348	9657
1393	6354	9654
1394	6359	9650
1395	6365	9648
1396	6370	9645
1397	6376	9642
1398	6384	9642
1399	6390	9640
1400	6397	9639
1401	6404	9638
1402	6410	9635
1403	6416	9633
1404	6422	9630
1405	6427	9627
1406	6433	9625
1407	6439	9622
1408	6444	9619
1409	6451	9617
1410	6456	9614
1411	6462	9611
1412	6468	9608
1413	6473	9605
1414	6479	9602
1415	6485	9600
1416	6491	9597
1417	6497	9595
1418	6505	9595
1419	6511	9593
1420	6517	9590
1421	6523	9587
1422	6529	9584
1423	6534	9581
1424	6539	9577
1425	6545	9574
1426	6550	9571
1427	6556	9568
1428	6562	9565
1429	6567	9562
1430	6572	9558
1431	6579	9557
1432	6586	9555
1433	6593	9554
1434	6601	9554
1435	6609	9554
1436	6615	9553
1437	6621	9550
1438	6628	9548
1439	6634	9546
1440	6639	9542
1441	6647	9542
1442	6653	9539
1443	6661	9539
1444	6667	9537
1445	6673	9534
1446	6679	9532
1447	6685	9529
1448	6691	9527
1449	6697	9524
1450	6702	9520
1451	6711	9522
1452	6719	9521
1453	6726	9520
1454	6732	9518
1455	6738	9515
1456	6746	9515
1457	6752	9512
1458	6759	9512
1459	6765	9509
1460	6771	9506
1461	6778	9504
1462	6784	9501
1463	6789	9498
1464	6796	9495
1465	6801	9492
1466	6808	9491
1467	6814	9487
1468	6819	9484
1469	6826	9482
1470	6832	9480
1471	6838	9476
1472	6843	9473
1473	6848	9469
1474	6854	9466
1475	6860	9463
1476	6865	9459
1477	6871	9456
1478	6876	9452
1479	6882	9449
1480	6888	9446
1481	6894	9443
1482	6899	9439
1483	6905	9436
1484	6910	9433
1485	6916	9429
1486	6923	9427
1487	6929	9425
1488	6935	9423
1489	6941	9419
1490	6946	9415
1491	6952	9412
1492	6957	9408
1493	6962	9405
1494	6968	9402
1495	6974	9398
1496	6979	9394
1497	6985	9391
1498	6990	9388
1499	6996	9384
1500	7002	9381
1501	7007	9378
1502	7013	9374
1503	7018	9370
1504	7024	9367
1505	7029	9363
1506	7035	9360
1507	7041	9357
1508	7047	9354
1509	7054	9352
1510	7059	9349
1511	7065	9346
1512	7072	9343
1513	7077	9340
1514	7084	9337
1515	7089	9333
1516	7094	9329
1517	7101	9328
1518	7106	9324
1519	7111	9319
1520	7117	9316
1521	7122	9312
1522	7128	9309
1523	7134	9306
1524	7140	9303
1525	7145	9299
1526	7152	9297
1527	7157	9293
1528	7163	9290
1529	7169	9286
1530	7174	9283
1531	7180	9280
1532	7185	9276
1533	7191	9272
1534	7196	9269
1535	7202	9265
1536	7207	9261
1537	7213	9258
1538	7218	9254
1539	7223	9250
1540	7229	9247
1541	7235	9243
1542	7241	9240
1543	7247	9237
1544	7253	9234
1545	7258	9230
1546	7264	9227
1547	7269	9223
1548	7275	9219
1549	7282	9217
1550	7287	9213
1551	7292	9209
1552	7299	9207
1553	7304	9203
1554	7310	9200
1555	7316	9196
1556	7321	9192
1557	7326	9189
1558	7332	9185
1559	7337	9181
1560	7344	9179
1561	7350	9176
1562	7356	9172
1563	7361	9169
1564	7366	9164
1565	7372	9161
1566	7379	9160
1567	7385	9156
1568	7390	9151
1569	7396	9148
1570	7401	9145
1571	7407	9141
1572	7413	9138
1573	7418	9134
1574	7423	9130
1575	7430	9127
1576	7435	9122
1577	7440	9119
1578	7446	9116
1579	7452	9112
1580	7458	9109
1581	7464	9106
1582	7469	9102
1583	7477	9100
1584	7482	9097
1585	7487	9092
1586	7495	9091
1587	7500	9087
1588	7506	9084
1589	7512	9080
1590	7517	9076
1591	7523	9073
1592	7529	9069
1593	7534	9065
1594	7540	9062
1595	7545	9057
1596	7550	9053
1597	7556	9050
1598	7562	9047
1599	7567	9043
1600	7573	9040
1601	7579	9036
1602	7585	9033
1603	7592	9031
1604	7598	9028
1605	7604	9024
1606	7609	9021
1607	7615	9017
1608	7621	9013
1609	7626	9009
1610	7632	9006
1611	7638	9003
1612	7644	8999
1613	7649	8995
1614	7655	8991
1615	7661	8988
1616	7666	8984
1617	7672	8981
1618	7679	8979
1619	7685	8975
1620	7691	8973
1621	7697	8968
1622	7702	8965
1623	7708	8961
1624	7713	8957
1625	7718	8953
1626	7725	8950
1627	7731	8946
1628	7737	8944
1629	7744	8941
1630	7749	8937
1631	7756	8935
1632	7762	8931
1633	7769	8929
1634	7776	8927
1635	7782	8924
1636	7789	8921
1637	7795	8918
1638	7801	8914
1639	7806	8910
1640	7811	8906
1641	7817	8902
1642	7822	8898
1643	7828	8894
1644	7833	8890
1645	7839	8886
1646	7844	8882
1647	7849	8878
1648	7855	8874
1649	7860	8870
1650	7866	8866
1651	7871	8862
1652	7883	8865
1653	7891	8864
1654	7899	8863
1655	7906	8860
1656	7911	8856
1657	7919	8855
1658	7924	8851
1659	7931	8848
1660	7937	8845
1661	7943	8842
1662	7949	8838
1663	7955	8835
1664	7960	8831
1665	7967	8828
1666	7973	8824
1667	7979	8821
1668	7986	8818
1669	7992	8815
1670	7998	8812
1671	8004	8808
1672	8010	8804
1673	8016	8802
1674	8022	8798
1675	8027	8794
1676	8033	8790
1677	8039	8786
1678	8045	8783
1679	8051	8779
1680	8056	8775
1681	8062	8771
1682	8067	8767
1683	8072	8763
1684	8078	8759
1685	8083	8754
1686	8088	8750
1687	8094	8746
1688	8100	8743
1689	8106	8739
1690	8120	8745
